time,train_loss,test_loss
18700,1.1481871604919434,1.6641852855682373
18800,1.1299889087677002,1.6797808408737183
18900,1.1095620393753052,1.6964668035507202
19000,1.089699149131775,1.6984258890151978
19100,1.070036768913269,1.710062861442566
19200,1.051967978477478,1.7108118534088135
19300,1.0344079732894897,1.716536521911621
19400,1.0159516334533691,1.719761848449707
19500,0.9970177412033081,1.7402456998825073
19600,0.9787134528160095,1.7431859970092773
19700,0.9638540744781494,1.7508999109268188
19800,0.9456096887588501,1.7607790231704712
19900,0.9285222887992859,1.7746955156326294
20000,0.9128491878509521,1.7825450897216797
