time,train_acc,test_acc
9300,0.90489912,0.579999983
9400,0.906340063,0.579999983
9500,0.906340063,0.569999993
9600,0.907781005,0.569999993
9700,0.906340063,0.569999993
9800,0.91066283,0.569999993
9900,0.912103772,0.579999983
10000,0.914985597,0.569999993
10100,0.916426539,0.569999993
10200,0.919308364,0.569999993
10300,0.919308364,0.579999983
10400,0.922190189,0.579999983
10500,0.920749307,0.579999983
10600,0.920749307,0.579999983
10700,0.923631132,0.579999983
10800,0.925072074,0.579999983
10900,0.926512957,0.589999974
11000,0.926512957,0.589999974
11100,0.926512957,0.589999974
11200,0.927953899,0.589999974
11300,0.929394841,0.589999974
11400,0.935158491,0.589999974
11500,0.939481258,0.589999974
11600,0.939481258,0.589999974
11700,0.942363083,0.589999974
11800,0.948126793,0.589999974
11900,0.948126793,0.589999974
12000,0.949567735,0.589999974
12100,0.95244956,0.579999983
12200,0.953890502,0.600000024
12300,0.955331385,0.579999983
12400,0.95821327,0.579999983
12500,0.95821327,0.600000024
12600,0.95821327,0.589999974
12700,0.959654152,0.589999974
12800,0.95821327,0.589999974
12900,0.961095095,0.589999974
13000,0.961095095,0.589999974
13100,0.961095095,0.589999974
13200,0.96397692,0.600000024
13300,0.96397692,0.600000024
13400,0.965417862,0.589999974
13500,0.965417862,0.600000024
13600,0.969740629,0.589999974
13700,0.968299687,0.589999974
13800,0.971181571,0.610000014
13900,0.972622454,0.620000005
14000,0.972622454,0.600000024
14100,0.974063396,0.600000024
14200,0.972622454,0.620000005
14300,0.974063396,0.620000005
14400,0.974063396,0.620000005
14500,0.975504339,0.620000005
14600,0.978386164,0.620000005
14700,0.978386164,0.620000005
14800,0.978386164,0.610000014
14900,0.979827106,0.620000005
15000,0.976945221,0.620000005
15100,0.982708931,0.620000005
15200,0.984149873,0.620000005
15300,0.979827106,0.620000005
15400,0.982708931,0.620000005
15500,0.982708931,0.620000005
15600,0.987031698,0.620000005
15700,0.984149873,0.620000005
15800,0.985590756,0.620000005
15900,0.987031698,0.620000005
16000,0.987031698,0.620000005
16100,0.987031698,0.620000005
16200,0.988472641,0.620000005
16300,0.987031698,0.620000005
16400,0.987031698,0.620000005
16500,0.988472641,0.620000005
16600,0.989913523,0.620000005
16700,0.991354465,0.620000005
16800,0.991354465,0.620000005
16900,0.992795408,0.620000005
17000,0.992795408,0.620000005
17100,0.992795408,0.620000005
17200,0.991354465,0.620000005
17300,0.992795408,0.620000005
17400,0.995677233,0.620000005
17500,0.995677233,0.620000005
17600,0.99423629,0.620000005
17700,0.99423629,0.620000005
17800,0.99423629,0.620000005
17900,0.997118175,0.620000005
18000,0.995677233,0.620000005
18100,0.998559058,0.620000005
18200,0.998559058,0.620000005
18300,0.998559058,0.620000005
18400,0.998559058,0.620000005
18500,0.998559058,0.620000005
18600,0.998559058,0.620000005
18700,0.998559058,0.620000005
18800,0.998559058,0.620000005
18900,0.998559058,0.610000014
19000,0.998559058,0.610000014
19100,0.998559058,0.620000005
19200,0.998559058,0.610000014
19300,0.998559058,0.610000014
19400,1,0.620000005
19500,1,0.620000005
19600,1,0.620000005
19700,0.998559058,0.610000014
19800,1,0.610000014
19900,1,0.610000014
20000,1,0.600000024
